2019-04-14 12:50:35.387 - client : c1 with account number :10006 , transactin : 1, amount: -300 condition id: true
2019-04-15 13:04:48.256 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.258 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.259 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.260 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.264 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.266 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.267 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.271 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.272 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.272 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.277 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.278 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.279 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.283 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.283 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.284 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.288 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.289 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.290 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.295 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.296 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.296 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.301 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.301 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.302 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.307 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.307 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.308 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.313 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.313 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.314 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.318 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.321 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.322 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.324 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.325 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.325 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.326 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.334 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.335 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.336 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.338 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.339 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.340 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.344 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.345 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.346 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.352 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.353 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.354 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.357 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.359 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.360 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.363 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.364 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.365 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.370 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.387 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.426 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.455 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.459 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.511 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.513 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.513 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.516 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.517 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.518 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.524 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.525 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.526 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.615 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.617 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.617 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.621 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.622 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.622 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.627 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.628 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.634 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.642 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.643 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.643 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.647 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.648 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.648 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.654 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.655 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.656 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.660 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.661 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.661 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.666 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.666 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.667 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.672 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.674 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.675 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.678 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.679 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.679 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.684 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.684 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.685 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.690 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.692 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.698 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.699 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.704 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.704 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.705 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.705 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.706 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.706 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.707 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.707 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.707 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.708 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.708 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.711 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.711 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.716 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.717 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.718 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.722 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.722 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.723 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.727 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.728 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.729 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.734 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.734 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.735 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.739 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.740 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.784 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.785 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.785 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.786 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.787 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.787 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.788 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.788 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.789 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.789 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.790 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.790 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.791 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.791 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.792 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.792 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.793 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.793 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.794 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.794 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.795 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.795 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.795 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.796 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.796 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.797 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.797 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.798 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.798 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.799 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.799 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.800 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.800 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.801 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.802 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.802 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.803 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.803 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.804 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.804 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.805 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.805 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.806 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.806 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.816 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.816 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.817 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.821 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.822 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.822 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.826 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.827 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.828 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.833 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.833 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.834 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.839 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.839 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.840 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.845 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.845 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.846 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.850 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.851 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.852 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.857 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.857 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.858 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.862 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.863 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.864 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.869 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.870 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.871 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.874 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.875 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.876 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.881 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.881 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.882 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.887 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.888 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.888 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.892 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.893 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.894 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.898 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.899 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.900 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.904 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.905 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.906 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.910 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.911 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:48.912 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.116 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.156 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.158 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.158 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.162 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.163 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.166 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.168 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.169 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.170 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.174 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.175 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.176 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.180 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.181 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.182 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.182 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.183 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.183 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.183 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.184 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.184 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.185 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.185 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.186 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.186 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.187 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.187 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.188 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.188 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.188 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.189 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.189 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.190 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.190 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.191 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.192 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.192 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.193 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.193 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.194 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.194 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.194 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.195 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.195 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.196 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.196 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.197 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.197 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.198 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.198 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.199 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.199 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.199 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.200 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.200 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.201 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.201 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.202 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.202 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
2019-04-15 13:04:49.203 - client : c1 with account number :10004 , transactin : 4, amount: -100 condition id: true
